First,Second,Third
"[('convenient', 'NN'), ('anytime', 'NN'), ('anywhere', 'RB')]","[('professor', 'NN'), ('fix', 'NN'), ('complaints', 'NNS'), ('submissions', 'NNS'), ('products', 'NNS'), ('assignments', 'NNS'), ('performance', 'NN'), ('tasks', 'NNS'), ('written', 'VBN'), ('works', 'NNS'), ('still', 'RB'), ('even', 'RB'), ('submitted', 'VBN'), ('work', 'NN'), ('works', 'VBZ'), ('performance', 'NN'), ('tasks', 'NNS'), ('still', 'RB'), ('graded', 'VBD'), ('delays', 'NNS'), ('getting', 'VBG'), ('grades', 'NNS'), ('history', 'NN'), ('professor', 'NN'), ('said', 'VBD'), ('fix', 'NN'), ('problem', 'NN'), ('still', 'RB'), ('changes', 'VBZ'), ('please', 'NN'), ('address', 'NN'), ('problem', 'NN'), ('right', 'RB'), ('away', 'RB'), ('easy', 'JJ'), ('us', 'PRP'), ('jobs', 'NNS'), ('part', 'NN'), ('professors', 'NNS'), ('canvas', 'VBP'), ('also', 'RB'), ('part', 'NN'), ('fault', 'NN'), ('pass', 'NN'), ('works', 'VBZ'), ('canvas', 'RB'), ('updated', 'VBN'), ('professor', 'NN'), ('anything', 'NN')]","[('canvas', 'NN'), ('accurate', 'NN'), ('easy', 'JJ'), ('always', 'RB'), ('updated', 'VBN'), ('give', 'JJ'), ('us', 'PRP'), ('notifications', 'NNS'), ('also', 'RB'), ('professors', 'NNS'), ('know', 'VBP'), ('incidents', 'NNS'), ('making', 'VBG'), ('adjustments', 'NNS'), ('us', 'PRP'), ('thank', 'VB')]"
"[('modules', 'NNS'), ('easy', 'JJ'), ('access', 'NN')]","[('nothing', 'NN')]","[('suggest', 'NN'), ('put', 'VBD'), ('lesson', 'JJ'), ('canvas', 'NN'), ('like', 'IN'), ('face', 'NN'), ('face', 'NN'), ('lecture', 'NN')]"
"[('convinient', 'NN')]","[('need', 'NN'), ('internet', 'NN'), ('brows', 'VBZ'), ('modules', 'NNS')]","[('neutral', 'JJ')]"
"[('announcement', 'NN')]","[('modules', 'NNS')]","[('stop', 'VB'), ('using', 'VBG'), ('canvas', 'JJ'), ('examination', 'NN'), ('revert', 'NN'), ('back', 'RB'), ('traditional', 'JJ'), ('examination', 'NN')]"
"[('ease', 'NN'), ('accessing', 'VBG'), ('modules', 'NNS')]","[('unorganized', 'JJ'), ('due', 'JJ'), ('dates', 'NNS'), ('tasks', 'NNS')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('announcement', 'NN')]","[('unlock', 'JJ'), ('quiz', 'NN'), ('lock', 'NN')]"
"[('modules', 'NNS'), ('course', 'NN')]","[('functioning', 'VBG'), ('well', 'RB'), ('sometimes', 'RB')]","[('develop', 'VB'), ('fix', 'JJ'), ('errors', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ'), ('everywhere', 'RB')]","[('give', 'VB'), ('enough', 'JJ'), ('time', 'NN'), ('answer', 'NN'), ('quizzes', 'NN'), ('activities', 'NNS')]","[('remove', 'VB'), ('deadline', 'NN'), ('time', 'NN'), ('limit', 'NN'), ('access', 'NN'), ('codes', 'NNS'), ('quizzes', 'JJ'), ('activities', 'NNS')]"
"[('read', 'JJ'), ('modules', 'NNS'), ('surf', 'VBP'), ('web', 'JJ'), ('answering', 'VBG'), ('quizzes', 'NNS'), ('lol', 'NN')]","[('hate', 'NN'), ('canvas', 'NN'), ('encourages', 'VBZ'), ('profs', 'VBP'), ('lazy', 'JJ'), ('inaasa', 'NN'), ('nalang', 'NN'), ('sa', 'NN'), ('canvas', 'NN'), ('ang', 'NN'), ('pagtuturo', 'NN'), ('understand', 'NN'), ('concept', 'NN'), ('blended', 'VBD'), ('learning', 'VBG'), ('pero', 'NN'), ('bakit', 'NN'), ('parang', 'VBD'), ('one', 'CD'), ('way', 'NN'), ('learning', 'VBG'), ('nalang', 'JJ'), ('ang', 'NN'), ('nangyayari', 'JJ'), ('students', 'NNS'), ('left', 'VBD'), ('learn', 'JJ'), ('modules', 'NNS'), ('withour', 'VBP'), ('proper', 'JJ'), ('supervision', 'NN'), ('guidance', 'NN'), ('sana', 'NN'), ('nag', 'JJ'), ('home', 'NN'), ('school', 'NN'), ('nalang', 'FW'), ('kami', 'NN'), ('di', 'NN'), ('pa', 'NN'), ('maintindihan', 'NN'), ('yung', 'NN'), ('lessons', 'NNS'), ('sa', 'VBP'), ('canvas', 'NN'), ('tapos', 'NN'), ('go', 'VBP'), ('school', 'NN'), ('hindi', 'NN'), ('naman', 'NN'), ('dini', 'VBZ'), ('discuss', 'JJ'), ('yung', 'NN'), ('modules', 'NNS')]","[('traditional', 'JJ'), ('learning', 'NN'), ('still', 'RB'), ('better', 'RBR'), ('efficient', 'JJ')]"
"[('use', 'NN'), ('whenever', 'WRB'), ('anytime', 'NN'), ('want', 'NN')]","[('use', 'NN'), ('whenever', 'WRB'), ('anytime', 'NN'), ('want', 'NN')]","[('nothing', 'NN')]"
"[('features', 'NNS'), ('help', 'VBP'), ('study', 'VB')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('getting', 'VBG'), ('announcements', 'NNS'), ('professors', 'NNS'), ('even', 'RB'), ('outside', 'IN'), ('class', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('none', 'NN')]","[('professor', 'NN'), ('can', 'MD'), ('not', 'RB'), ('give', 'VB'), ('access', 'NN'), ('code', 'NN'), ('due', 'JJ'), ('date', 'NN'), ('quizzes', 'NNS')]","[('neutral', 'JJ')]"
"[('use', 'NN'), ('review', 'NN'), ('upcoming', 'VBG'), ('quizzes', 'JJ'), ('activities', 'NNS')]","[('use', 'NN'), ('without', 'IN'), ('internet', 'NN'), ('connection', 'NN')]","[('would', 'MD'), ('like', 'VB'), ('suggest', 'RB'), ('updated', 'VBN')]"
"[('share', 'NN'), ('ideas', 'NNS'), ('instructors', 'NNS'), ('active', 'JJ'), ('comes', 'VBZ'), ('quizzes', 'NNS')]","[('coding', 'VBG'), ('quizzes', 'NNS'), ('sometimes', 'RB'), ('working', 'VBG')]","[('make', 'VB'), ('sure', 'JJ'), ('canvas', 'NN'), ('permanently', 'RB'), ('stable', 'JJ'), ('students', 'NNS'), ('answering', 'VBG'), ('quizzes', 'NNS')]"
"[('ease', 'NN'), ('access', 'NN'), ('assignments', 'NNS'), ('information', 'NN'), ('lessons', 'NNS')]","[('alewt', 'RB'), ('new', 'JJ'), ('open', 'JJ'), ('assignments', 'NNS')]","[('way', 'NN'), ('alert', 'VBP'), ('us', 'PRP'), ('new', 'JJ'), ('messages', 'NNS'), ('assignments', 'NNS')]"
"[('like', 'IN'), ('cancas', 'NN'), ('amd', 'NN'), ('answer', 'NN'), ('assignments', 'NNS'), ('quizzes', 'JJ'), ('activities', 'NNS'), ('wherever', 'WDT'), ('whenever', 'WRB')]","[('like', 'IN'), ('least', 'JJS'), ('canvas', 'JJ'), ('time', 'NN'), ('limit', 'NN'), ('sometimes', 'RB'), ('cause', 'VB'), ('lower', 'JJR'), ('grades', 'NNS'), ('also', 'RB'), ('hard', 'JJ'), ('understand', 'NN'), ('lesson', 'NN')]","[('would', 'MD'), ('like', 'VB'), ('suggest', 'JJ'), ('time', 'NN'), ('limit', 'NN'), ('quizzes', 'NNS'), ('long', 'RB'), ('due', 'JJ'), ('date', 'NN'), ('activities', 'NNS'), ('also', 'RB'), ('quizzes', 'VBP')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('nakikita', 'JJ'), ('ko', 'NN'), ('ung', 'NN'), ('score', 'NN'), ('ko', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ'), ('wherever', 'WRB'), ('whenever', 'NN'), ('want', 'VBP')]","[('requires', 'VBZ'), ('internet', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('time', 'NN'), ('remaining', 'VBG'), ('quizzes', 'NNS')]","[('give', 'VB'), ('lot', 'NN'), ('time', 'NN'), ('students', 'NNS'), ('answer', 'VBP'), ('quizzes', 'VBZ'), ('specially', 'RB'), ('essay', 'JJ'), ('think', 'VBP'), ('express', 'JJ'), ('easily', 'RB'), ('provide', 'VBP'), ('answer', 'JJR'), ('quickly', 'RB'), ('please', 'VB'), ('think', 'VB'), ('alloted', 'JJ'), ('time', 'NN'), ('quizzes', 'NNS')]"
"[('reading', 'VBG'), ('lesson', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('get', 'VB'), ('ready', 'JJ'), ('modules', 'NNS')]","[('freeze', 'NN'), ('sometimes', 'RB'), ('quiz', 'RB'), ('submitted', 'VBN'), ('even', 'RB'), ('still', 'RB'), ('finish', 'JJ'), ('modules', 'NNS'), ('easy', 'JJ'), ('understand', 'JJ'), ('course', 'NN'), ('fan', 'NN'), ('announcing', 'VBG'), ('exam', 'RB'), ('2', 'CD'), ('week', 'NN'), ('hope', 'VBP'), ('next', 'JJ'), ('time', 'NN'), ('warn', 'NN')]","[('students', 'NNS'), ('like', 'IN'), ('still', 'RB'), ('comfortable', 'JJ'), ('traditional', 'JJ'), ('way', 'NN'), ('learning', 'VBG'), ('public', 'JJ'), ('school', 'NN'), ('blending', 'VBG'), ('learning', 'VBG'), ('affect', 'JJ'), ('student', 'NN'), ('knows', 'VBZ'), ('traditional', 'JJ'), ('way', 'NN'), ('taking', 'VBG'), ('exam', 'JJ'), ('quizzes', 'NNS'), ('suggest', 'VBP'), ('quizzes', 'VBZ'), ('taken', 'VBN'), ('face', 'NN'), ('face', 'NN'), ('increase', 'NN'), ('students', 'NNS'), ('mind', 'VBP'), ('typing', 'VBG'), ('around', 'RB'), ('help', 'VB'), ('student', 'NN'), ('boost', 'NN'), ('use', 'NN'), ('mind', 'NN'), ('answer', 'NN'), ('quizzes', 'VBZ'), ('using', 'VBG'), ('technology', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ')]","[('deadlines', 'NNS')]","[('neutral', 'JJ')]"
"[('easily', 'RB'), ('access', 'NN'), ('inside', 'IN'), ('outside', 'JJ'), ('school', 'NN')]","[('sometimes', 'RB'), ('bugs', 'NNS'), ('error', 'NN')]","[('fix', 'NN'), ('bugs', 'NNS'), ('error', 'NN')]"
"[('everything', 'NN')]","[('nothing', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('gives', 'VBZ'), ('advance', 'NN'), ('learning', 'VBG'), ('material', 'JJ'), ('student', 'NN'), ('prepared', 'VBD'), ('classroom', 'NN'), ('discussion', 'NN')]","[('connected', 'VBN'), ('without', 'IN'), ('use', 'NN'), ('internet', 'NN'), ('connection', 'NN')]","[('canvas', 'NNS'), ('give', 'VBP'), ('long', 'JJ'), ('time', 'NN'), ('students', 'NNS'), ('become', 'VBP'), ('ready', 'JJ')]"
"[('access', 'NN'), ('online', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('nothing', 'NN')]","[('faster', 'RBR'), ('internet', 'NN'), ('campus', 'NN'), ('lol', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('quizes', 'NNS')]","[('performance', 'NN'), ('task', 'NN')]","[('canvas', 'NN'), ('double', 'JJ'), ('canvass', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('quiz', 'NN')]","[('perfomance', 'NN'), ('task', 'NN')]","[('canvas', 'NN'), ('double', 'JJ'), ('canvass', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('none', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('somes', 'NNS'), ('notifying', 'VBG'), ('activity', 'NN')]","[('neutral', 'JJ')]"
"[('anywhere', 'RB'), ('want', 'VBP')]","[('none', 'NN')]","[('subjects', 'NNS'), ('consider', 'VBP'), ('canvas', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('non', 'NN')]","[('non', 'NN')]"
"[('easy', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('suggest', 'JJS'), ('canvas', 'NN'), ('notify', 'JJ'), ('students', 'NNS'), ('assignment', 'JJ'), ('home', 'NN'), ('work', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('acess', 'NN')]","[('neutral', 'JJ')]","[('fix', 'NN'), ('quizzes', 'VBZ'), ('subjects', 'NNS'), ('sometimes', 'RB'), ('work', 'VBP')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easily', 'RB'), ('access', 'NN'), ('computer', 'NN'), ('blended', 'VBD'), ('learning', 'NN')]","[('issues', 'NNS'), ('using', 'VBG'), ('cellphone', 'NN')]","[('fix', 'JJ'), ('canvass', 'NN'), ('mobile', 'NN'), ('phones', 'NNS')]"
"[('quizess', 'NN')]","[('quizess', 'NN')]","[('use', 'NN'), ('canvas', 'NN'), ('examination', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('educational', 'JJ'), ('games', 'NNS')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('like', 'IN'), ('best', 'JJS'), ('canvas', 'NN'), ('convenient', 'NN'), ('access', 'NN'), ('anytime', 'RB'), ('anywhere', 'RB')]","[('like', 'IN'), ('least', 'JJS'), ('canvas', 'NN'), ('pressures', 'NNS'), ('tasks', 'VBP'), ('especially', 'RB'), ('deadlines', 'JJ'), ('activities', 'NNS'), ('due', 'JJ'), ('date', 'NN')]","[('would', 'MD'), ('like', 'VB'), ('suggest', 'JJS'), ('quizzes', 'JJ'), ('examinations', 'NNS'), ('canvas', 'VBP'), ('done', 'VBN'), ('site', 'NN'), ('home', 'NN')]"
"[('neutral', 'JJ')]","[('quizzes', 'NNS'), ('codes', 'NNS'), ('provided', 'VBD'), ('even', 'RB'), ('emailed', 'VBN'), ('professor', 'NN')]","[('remove', 'VB'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]",[]
"[('modules', 'NNS')]","[('quizzes', 'NNS')]","[('none', 'NN')]"
"[('like', 'IN'), ('modules', 'NNS'), ('access', 'NN'), ('anytime', 'RB'), ('anywhere', 'RB')]","[('hate', 'NN'), ('canvas', 'NN'), ('long', 'RB'), ('text', 'JJ'), ('need', 'NN'), ('read', 'VB')]","[('summarize', 'VB'), ('text', 'NN'), ('understand', 'NN'), ('better', 'RBR')]"
"[('access', 'NN'), ('anytime', 'RB'), ('anywhere', 'RB')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('nothing', 'NN'), ('keep', 'VB')]"
"[('neutral', 'JJ')]","[('access', 'NN'), ('connection', 'NN'), ('slow', 'VB')]","[('none', 'NN')]"
"[('quiz', 'NN')]","[('modules', 'NNS')]","[('summarize', 'VB'), ('modules', 'NNS'), ('understand', 'VBP'), ('easily', 'RB')]"
"[('nothing', 'NN')]","[('easy', 'JJ'), ('undestand', 'NN')]","[('erase', 'NN'), ('canvas', 'NN')]"
"[('helps', 'VBZ'), ('interact', 'JJ'), ('professors', 'NNS'), ('even', 'RB'), ('im', 'VBP'), ('home', 'NN')]","[('hard', 'JJ'), ('access', 'NN'), ('connection', 'NN'), ('stable', 'JJ')]","[('quizzes', 'NNS'), ('exam', 'VBP'), ('done', 'VBN'), ('labs', 'NN')]"
"[('nothing', 'NN')]","[('nothing', 'NN')]","[('nothing', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('face', 'NN'), ('face', 'NN'), ('interaction', 'NN')]","[('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('well', 'RB'), ('organized', 'VBN')]","[('sometimes', 'RB'), ('works', 'VBZ'), ('well', 'RB'), ('greatly', 'RB'), ('affects', 'VBZ'), ('grades', 'NNS'), ('thou', 'IN'), ('trying', 'VBG'), ('best', 'JJS'), ('accomplished', 'VBD'), ('everything', 'NN'), ('communicate', 'NN'), ('instructor', 'NN')]","[('quizzes', 'NNS'), ('done', 'VBN'), ('classroom', 'NN'), ('students', 'NNS'), ('could', 'MD'), ('consideration', 'VB'), ('asking', 'VBG'), ('questions', 'NNS'), ('time', 'NN'), ('regarding', 'VBG'), ('lessons', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('activities', 'NNS'), ('posted', 'VBD'), ('immediately', 'RB')]","[('found', 'VBN'), ('boring', 'NN'), ('study', 'NN')]","[('teach', 'NN'), ('prof', 'NN'), ('use', 'NN'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convenient', 'NN')]","[('sometimes', 'RB'), ('can', 'MD'), ('not', 'RB'), ('open', 'VB'), ('account', 'NN'), ('due', 'JJ'), ('security', 'NN'), ('issues', 'NNS')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS'), ('easily', 'RB'), ('check', 'VB'), ('canvas', 'NN')]","[('notifications', 'NNS'), ('releasing', 'VBG'), ('modules', 'NNS')]","[('notify', 'JJ'), ('students', 'NNS'), ('every', 'DT'), ('realising', 'NN'), ('modules', 'NNS')]"
"[('advancement', 'NN'), ('uploading', 'NN'), ('modules', 'NNS')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('n', 'NN')]","[('n', 'NN')]","[('n', 'NN')]"
"[('easily', 'RB'), ('access', 'NN'), ('modules', 'NNS')]","[('organize', 'VB')]","[('would', 'MD'), ('like', 'VB'), ('suggest', 'JJS'), ('u', 'JJ'), ('organize', 'NN'), ('canvas', 'NN'), ('clearly', 'RB')]"
"[('forums', 'NNS')]","[('quizes', 'NNS')]","[('make', 'VB'), ('sure', 'JJ'), ('activities', 'NNS'), ('made', 'VBN'), ('sent', 'VBD'), ('teacher', 'RB'), ('make', 'JJ'), ('sure', 'JJ'), ('teacher', 'NN'), ('seen', 'VBN'), ('activities', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('use', 'NN'), ('anytime', 'NN')]","[('need', 'JJ'), ('internet', 'NN'), ('data', 'NNS'), ('use', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convenient', 'NN')]","[('hassle', 'NN'), ('students', 'NNS'), ('likely', 'JJ'), ('online', 'JJ'), ('subjects', 'NNS'), ('giving', 'VBG'), ('much', 'JJ'), ('activities', 'NNS'), ('sometimes', 'RB'), ('line', 'NN'), ('lessons', 'NNS'), ('prepared', 'VBD')]","[('none', 'NN')]"
"[('accessible', 'JJ'), ('use', 'NN')]","[('sometimes', 'RB'), ('lagging', 'VBG')]","[('neutral', 'JJ')]"
"[('study', 'NN'), ('modules', 'NNS'), ('every', 'DT'), ('subject', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('organized', 'VBN'), ('information', 'NN')]","[('lectures', 'NNS'), ('face', 'VBP'), ('face', 'VBP'), ('present', 'JJ')]","[('make', 'VB'), ('easy', 'JJ'), ('study', 'NN'), ('format', 'VBD'), ('modules', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('trouble', 'NN'), ('announcement', 'NN')]","[('yes', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('nothing', 'NN')]","[('everything', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN'), ('easy', 'JJ'), ('study', 'NN')]","[('like', 'IN'), ('study', 'NN'), ('home', 'NN')]","[('neutral', 'JJ')]"
"[('nice', 'JJ')]","[('nothing', 'NN')]","[('world', 'NN'), ('peace', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('n', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('messaging', 'VBG'), ('type', 'NN'), ('cant', 'NN'), ('know', 'VBP'), ('instructor', 'NN'), ('saw', 'VBD'), ('message', 'NN')]","[('instructors', 'NNS'), ('send', 'VBP'), ('feedback', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convenience', 'NN')]","[('na', 'NNS')]","[('remove', 'VB'), ('canvas', 'NN'), ('twice', 'RB'), ('face', 'RB'), ('face', 'VBP'), ('meeting', 'VBG'), ('every', 'DT'), ('subject', 'NN')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('neutral', 'JJ')]","[('give', 'JJ'), ('time', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('give', 'JJ'), ('time', 'NN'), ('quizzes', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('na', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('online', 'JJ'), ('access', 'NN')]","[('given', 'VBN'), ('time', 'NN'), ('answer', 'NN'), ('quiz', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convient', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convenient', 'NN')]","[('nothing', 'NN')]","[('nothing', 'NN')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('notification', 'NN')]","[('give', 'JJ'), ('time', 'NN'), ('quiz', 'NN')]"
"[('convenient', 'NN')]","[('quizzes', 'NNS')]","[('nothing', 'NN')]"
"[('modules', 'NNS')]","[('quizzes', 'NNS')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('updated', 'VBN')]","[('nothing', 'NN')]","[('always', 'RB'), ('update', 'JJ'), ('things', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('quiz', 'NN')]","[('quiz', 'NN'), ('lession', 'NN')]","[('exsam', 'NN'), ('quiz', 'NN'), ('task', 'NN'), ('please', 'NN'), ('inform', 'VB'), ('student', 'NN')]"
